0.000000	0.000000
0.015625	0.003760
0.031250	0.014984
0.046875	0.033504
0.062500	0.059039
0.078125	0.091208
0.093750	0.129524
0.109375	0.173414
0.125000	0.222215
0.140625	0.275194
0.156250	0.331555
0.171875	0.390449
0.187500	0.450991
0.203125	0.512271
0.218750	0.573365
0.234375	0.633356
0.250000	0.691342
0.265625	0.746449
0.281250	0.797850
0.296875	0.844770
0.312500	0.886505
0.328125	0.922427
0.343750	0.951995
0.359375	0.974764
0.375000	0.990393
0.390625	0.998645
0.406250	0.999398
0.421875	0.992639
0.437500	0.978470
0.453125	0.957105
0.468750	0.928864
0.484375	0.894173
0.500000	0.853553
0.515625	0.807616
0.531250	0.757051
0.546875	0.702621
0.562500	0.645142
0.578125	0.585481
0.593750	0.524534
0.609375	0.463218
0.625000	0.402455
0.640625	0.343159
0.656250	0.286222
0.671875	0.232501
0.687500	0.182803
0.703125	0.137876
0.718750	0.098396
0.734375	0.064957
0.750000	0.038060
0.765625	0.018112
0.781250	0.005412
0.796875	0.000151
0.812500	0.002408
0.828125	0.012149
0.843750	0.029228
0.859375	0.053388
0.875000	0.084265
0.890625	0.121396
0.906250	0.164221
0.921875	0.212096
0.937500	0.264302
0.953125	0.320052
0.968750	0.378510
0.984375	0.438795
1.000000	0.500000
1.015625	0.561205
1.031250	0.621490
1.046875	0.679948
1.062500	0.735698
1.078125	0.787904
1.093750	0.835779
1.109375	0.878604
1.125000	0.915735
1.140625	0.946612
1.156250	0.970772
1.171875	0.987851
1.187500	0.997592
1.203125	0.999849
1.218750	0.994588
1.234375	0.981888
1.250000	0.961940
1.265625	0.935043
1.281250	0.901604
1.296875	0.862124
1.312500	0.817197
1.328125	0.767499
1.343750	0.713778
1.359375	0.656841
1.375000	0.597545
1.390625	0.536782
1.406250	0.475466
1.421875	0.414519
1.437500	0.354858
1.453125	0.297379
1.468750	0.242949
1.484375	0.192384
1.500000	0.146447
1.515625	0.105827
1.531250	0.071136
1.546875	0.042895
1.562500	0.021530
1.578125	0.007361
1.593750	0.000602
1.609375	0.001355
1.625000	0.009607
1.640625	0.025236
1.656250	0.048005
1.671875	0.077573
1.687500	0.113495
1.703125	0.155230
1.718750	0.202150
1.734375	0.253551
1.750000	0.308658
1.765625	0.366644
1.781250	0.426635
1.796875	0.487729
1.812500	0.549009
1.828125	0.609551
1.843750	0.668445
1.859375	0.724806
1.875000	0.777785
1.890625	0.826586
1.906250	0.870476
1.921875	0.908792
1.937500	0.940961
1.953125	0.966496
1.968750	0.985016
1.984375	0.996240
2.000000	1.000000
2.015625	0.996240
2.031250	0.985016
2.046875	0.966496
2.062500	0.940961
2.078125	0.908792
2.093750	0.870476
2.109375	0.826586
2.125000	0.777785
2.140625	0.724806
2.156250	0.668445
2.171875	0.609551
2.187500	0.549009
2.203125	0.487729
2.218750	0.426635
2.234375	0.366644
2.250000	0.308658
2.265625	0.253551
2.281250	0.202150
2.296875	0.155230
2.312500	0.113495
2.328125	0.077573
2.343750	0.048005
2.359375	0.025236
2.375000	0.009607
2.390625	0.001355
2.406250	0.000602
2.421875	0.007361
2.437500	0.021530
2.453125	0.042895
2.468750	0.071136
2.484375	0.105827
2.500000	0.146447
2.515625	0.192384
2.531250	0.242949
2.546875	0.297379
2.562500	0.354858
2.578125	0.414519
2.593750	0.475466
2.609375	0.536782
2.625000	0.597545
2.640625	0.656841
2.656250	0.713778
2.671875	0.767499
2.687500	0.817197
2.703125	0.862124
2.718750	0.901604
2.734375	0.935043
2.750000	0.961940
2.765625	0.981888
2.781250	0.994588
2.796875	0.999849
2.812500	0.997592
2.828125	0.987851
2.843750	0.970772
2.859375	0.946612
2.875000	0.915735
2.890625	0.878604
2.906250	0.835779
2.921875	0.787904
2.937500	0.735698
2.953125	0.679948
2.968750	0.621490
2.984375	0.561205
3.000000	0.500000
3.015625	0.438795
3.031250	0.378510
3.046875	0.320052
3.062500	0.264302
3.078125	0.212096
3.093750	0.164221
3.109375	0.121396
3.125000	0.084265
3.140625	0.053388
3.156250	0.029228
3.171875	0.012149
3.187500	0.002408
3.203125	0.000151
3.218750	0.005412
3.234375	0.018112
3.250000	0.038060
3.265625	0.064957
3.281250	0.098396
3.296875	0.137876
3.312500	0.182803
3.328125	0.232501
3.343750	0.286222
3.359375	0.343159
3.375000	0.402455
3.390625	0.463218
3.406250	0.524534
3.421875	0.585481
3.437500	0.645142
3.453125	0.702621
3.468750	0.757051
3.484375	0.807616
3.500000	0.853553
3.515625	0.894173
3.531250	0.928864
3.546875	0.957105
3.562500	0.978470
3.578125	0.992639
3.593750	0.999398
3.609375	0.998645
3.625000	0.990393
3.640625	0.974764
3.656250	0.951995
3.671875	0.922427
3.687500	0.886505
3.703125	0.844770
3.718750	0.797850
3.734375	0.746449
3.750000	0.691342
3.765625	0.633356
3.781250	0.573365
3.796875	0.512271
3.812500	0.450991
3.828125	0.390449
3.843750	0.331555
3.859375	0.275194
3.875000	0.222215
3.890625	0.173414
3.906250	0.129524
3.921875	0.091208
3.937500	0.059039
3.953125	0.033504
3.968750	0.014984
3.984375	0.003760
4.000000	0.000000
4.015625	0.003760
4.031250	0.014984
4.046875	0.033504
4.062500	0.059039
4.078125	0.091208
4.093750	0.129524
4.109375	0.173414
4.125000	0.222215
4.140625	0.275194
4.156250	0.331555
